sample,epsilon,verdict,tag,seconds
92,0.08,falsified,unsafe-pgd,0.0209
92,0.09,falsified,unsafe-pgd,0.0213
92,0.1,falsified,unsafe-pgd,0.0238
92,0.11,falsified,unsafe-pgd,0.0219
92,0.12,falsified,unsafe-pgd,0.0198
92,0.13,falsified,unsafe-pgd,0.0206
92,0.14,falsified,unsafe-pgd,0.0207
92,0.15,falsified,unsafe-pgd,0.0199
92,0.16,falsified,unsafe-pgd,0.02
92,0.17,falsified,unsafe-pgd,0.0203
92,0.18,falsified,unsafe-pgd,0.0196
92,0.19,falsified,unsafe-pgd,0.0202
92,0.2,falsified,unsafe-pgd,0.0831
93,0.01,verified,safe-incomplete,0.2105
93,0.02,verified,safe-incomplete,0.2113
93,0.03,verified,safe-incomplete,0.2094
93,0.04,verified,safe-incomplete,0.1992
93,0.05,verified,safe-incomplete,0.2002
93,0.06,verified,safe-incomplete,0.2152
93,0.07,verified,safe-incomplete,0.1995
93,0.08,verified,safe-incomplete,0.2069
93,0.09,verified,safe-incomplete,0.2075
93,0.1,verified,safe-incomplete,0.206
93,0.11,verified,safe,0.3518
93,0.12,verified,safe,0.7527
93,0.13,falsified,unsafe-pgd,0.023
93,0.14,falsified,unsafe-pgd,0.0208
93,0.15,falsified,unsafe-pgd,0.0212
93,0.16,falsified,unsafe-pgd,0.0212
93,0.17,falsified,unsafe-pgd,0.0212
93,0.18,falsified,unsafe-pgd,0.0209
93,0.19,falsified,unsafe-pgd,0.0205
93,0.2,falsified,unsafe-pgd,0.0205
94,0.01,verified,safe-incomplete,0.205
94,0.02,verified,safe-incomplete,0.2053
94,0.03,verified,safe-incomplete,0.2026
94,0.04,verified,safe-incomplete,0.2062
94,0.05,verified,safe-incomplete,0.198
94,0.06,verified,safe-incomplete,0.2059
94,0.07,verified,safe-incomplete,0.2638
94,0.08,verified,safe-incomplete,0.2092
94,0.09,verified,safe-incomplete,0.2067
94,0.1,verified,safe-incomplete,0.2031
94,0.11,verified,safe-incomplete,0.2099
94,0.12,verified,safe,0.3432
94,0.13,verified,safe,0.521
94,0.14,verified,safe,0.9076
94,0.15,verified,safe,1.1946
94,0.16,falsified,unsafe-pgd,0.0218
94,0.17,falsified,unsafe-pgd,0.0265
94,0.18,falsified,unsafe-pgd,0.0204
94,0.19,falsified,unsafe-pgd,0.021
94,0.2,falsified,unsafe-pgd,0.0206
95,0.01,verified,safe-incomplete,0.2041
95,0.02,verified,safe-incomplete,0.2118
95,0.03,verified,safe-incomplete,0.2142
95,0.04,verified,safe-incomplete,0.2046
95,0.05,verified,safe-incomplete,0.1971
95,0.06,verified,safe-incomplete,0.209
95,0.07,verified,safe-incomplete,0.2045
95,0.08,verified,safe-incomplete,0.2014
95,0.09,verified,safe,0.3133
95,0.1,verified,safe,0.3836
95,0.11,falsified,unsafe-pgd,0.0208
95,0.12,falsified,unsafe-pgd,0.0201
95,0.13,falsified,unsafe-pgd,0.0203
95,0.14,falsified,unsafe-pgd,0.0203
95,0.15,falsified,unsafe-pgd,0.0212
95,0.16,falsified,unsafe-pgd,0.0205
95,0.17,falsified,unsafe-pgd,0.02
95,0.18,falsified,unsafe-pgd,0.0209
95,0.19,falsified,unsafe-pgd,0.0206
95,0.2,falsified,unsafe-pgd,0.0212
96,0.01,verified,safe-incomplete,0.2059
96,0.02,verified,safe-incomplete,0.2044
96,0.03,verified,safe-incomplete,0.206
96,0.04,falsified,unsafe-pgd,0.0211
96,0.05,falsified,unsafe-pgd,0.0121
96,0.06,falsified,unsafe-pgd,0.0202
96,0.07,falsified,unsafe-pgd,0.0218
96,0.08,falsified,unsafe-pgd,0.0212
96,0.09,falsified,unsafe-pgd,0.0207
96,0.1,falsified,unsafe-pgd,0.0211
96,0.11,falsified,unsafe-pgd,0.0215
96,0.12,falsified,unsafe-pgd,0.0205
96,0.13,falsified,unsafe-pgd,0.0207
96,0.14,falsified,unsafe-pgd,0.0216
96,0.15,falsified,unsafe-pgd,0.0211
96,0.16,falsified,unsafe-pgd,0.0204
96,0.17,falsified,unsafe-pgd,0.021
96,0.18,falsified,unsafe-pgd,0.0204
96,0.19,falsified,unsafe-pgd,0.0219
96,0.2,falsified,unsafe-pgd,0.0209
97,0.01,verified,safe-incomplete,0.2077
97,0.02,verified,safe-incomplete,0.2085
97,0.03,verified,safe-incomplete,0.2084
97,0.04,verified,safe-incomplete,0.203
97,0.05,verified,safe-incomplete,0.1981
97,0.06,verified,safe-incomplete,0.268
97,0.07,verified,safe-incomplete,0.2063
97,0.08,verified,safe-incomplete,0.2054
97,0.09,verified,safe-incomplete,0.2046
97,0.1,verified,safe-incomplete,0.2079
97,0.11,verified,safe-incomplete,0.2016
97,0.12,verified,safe-incomplete,0.2049
97,0.13,verified,safe-incomplete,0.202
97,0.14,verified,safe-incomplete,0.1999
97,0.15,verified,safe-incomplete,0.2003
97,0.16,verified,safe-incomplete,0.1984
97,0.17,verified,safe,0.3345
97,0.18,verified,safe,0.4447
97,0.19,verified,safe,0.5847
97,0.2,verified,safe,0.9423
98,0.01,verified,safe-incomplete,0.2076
98,0.02,verified,safe-incomplete,0.2033
98,0.03,verified,safe-incomplete,0.2087
98,0.04,verified,safe-incomplete,0.2082
98,0.05,verified,safe-incomplete,0.1943
98,0.06,verified,safe-incomplete,0.2052
98,0.07,verified,safe-incomplete,0.2014
98,0.08,verified,safe-incomplete,0.2129
98,0.09,verified,safe-incomplete,0.2077
98,0.1,verified,safe-incomplete,0.2027
98,0.11,verified,safe-incomplete,0.2003
98,0.12,verified,safe-incomplete,0.2069
98,0.13,verified,safe-incomplete,0.2237
98,0.14,verified,safe,0.3821
98,0.15,verified,safe,0.8897
98,0.16,verified,safe,1.338
98,0.17,verified,safe,1.9464
98,0.18,falsified,unsafe-pgd,0.0226
98,0.19,falsified,unsafe-pgd,0.0209
98,0.2,falsified,unsafe-pgd,0.0204
99,0.01,verified,safe-incomplete,0.2062
99,0.02,verified,safe-incomplete,0.2014
99,0.03,verified,safe-incomplete,0.2061
99,0.04,verified,safe-incomplete,0.1991
99,0.05,verified,safe-incomplete,0.1893
99,0.06,verified,safe-incomplete,0.2044
99,0.07,verified,safe-incomplete,0.2004
99,0.08,verified,safe-incomplete,0.2023
99,0.09,verified,safe-incomplete,0.201
99,0.1,verified,safe-incomplete,0.1995
99,0.11,verified,safe-incomplete,0.2109
99,0.12,verified,safe-incomplete,0.202
99,0.13,verified,safe-incomplete,0.2062
99,0.14,verified,safe-incomplete,0.2086
99,0.15,verified,safe-incomplete,0.2088
99,0.16,verified,safe,0.3353
99,0.17,verified,safe,0.385
99,0.18,verified,safe,0.4483
99,0.19,verified,safe,0.6177
99,0.2,verified,safe,0.7833
